2026-02-22 23:18:06 [SUCCESS] nonebot | 2026-02-22 23:18:06 [SUCCESS] nonebot | NoneBot is initializing...
2026-02-22 23:18:09 [INFO] nonebot_plugin_apscheduler | 2026-02-22 23:18:09 [INFO] nonebot_plugin_apscheduler | Scheduler Started
2026-02-22 23:18:09 [INFO] nonebot_plugin_mbtistats | 2026-02-22 23:18:09 [INFO] nonebot_plugin_mbtistats | 正在启动 Playwright 浏览器内核...
2026-02-22 23:18:09 [SUCCESS] nonebot | 2026-02-22 23:18:09 [SUCCESS] nonebot | Console mounted.
2026-02-22 23:18:09 [DEBUG] nonebot_plugin_mbtistats | 2026-02-22 23:18:09 [DEBUG] nonebot_plugin_mbtistats | [AutoStats] 启动时执行已禁用（设置 auto_stats_run_on_startup=true 启用）
2026-02-22 23:18:10 [INFO] nonebot_plugin_mbtistats | 2026-02-22 23:18:10 [INFO] nonebot_plugin_mbtistats | Playwright 浏览器内核及上下文启动成功
2026-02-22 23:18:10 [INFO] ai_chat_plugin | 2026-02-22 23:18:10 [INFO] ai_chat_plugin | 开始加载 AI 配置...
2026-02-22 23:18:10 [INFO] ai_chat_plugin | 2026-02-22 23:18:10 [INFO] ai_chat_plugin | AI_API_KEY: sk-8d96bd3e257c...
2026-02-22 23:18:10 [INFO] ai_chat_plugin | 2026-02-22 23:18:10 [INFO] ai_chat_plugin | AI_BASE_URL: https://www.hubagi.cn/api/v1
2026-02-22 23:18:10 [INFO] ai_chat_plugin | 2026-02-22 23:18:10 [INFO] ai_chat_plugin | AI_MODEL: ZP-glm-4.5-flash
2026-02-22 23:18:10 [INFO] ai_chat_plugin | 2026-02-22 23:18:10 [INFO] ai_chat_plugin | AI_ENABLED: True
2026-02-22 23:18:10 [INFO] ai_chat_plugin | 2026-02-22 23:18:10 [INFO] ai_chat_plugin | OPENAI_AVAILABLE: True
2026-02-22 23:18:10 [INFO] ai_chat_plugin | 2026-02-22 23:18:10 [INFO] ai_chat_plugin | AI对话功能已启用，模型: ZP-glm-4.5-flash
2026-02-22 23:18:10 [DEBUG] nonebot | 2026-02-22 23:18:10 [DEBUG] nonebot | QQ | QQ run in sandbox mode: False
2026-02-22 23:18:10 [DEBUG] nonebot | 2026-02-22 23:18:10 [DEBUG] nonebot | QQ | QQ api base url: https://api.sgroup.qq.com/
2026-02-22 23:18:10 [INFO] uvicorn | 2026-02-22 23:18:10 [INFO] uvicorn | Application startup complete.
2026-02-22 23:18:10 [INFO] uvicorn | 2026-02-22 23:18:10 [INFO] uvicorn | Uvicorn running on http://127.0.0.1:8080 (Press CTRL+C to quit)
2026-02-22 23:18:17 [SUCCESS] nonebot | 2026-02-22 23:18:17 [SUCCESS] nonebot | Console robot | [message]: Message from User(user): '你好'
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Running PreProcessors...
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Checking for matchers in priority 1...
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Checking for matchers in priority 5...
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Checking for matchers in priority 10...
2026-02-22 23:18:17 [INFO] nonebot | 2026-02-22 23:18:17 [INFO] nonebot | Event will be handled by Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373)
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Running Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373)
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Running handler Dependent(call=handle_clear_history)
2026-02-22 23:18:17 [INFO] nonebot | 2026-02-22 23:18:17 [INFO] nonebot | Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373) running complete
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Checking for matchers in priority 11...
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Checking for matchers in priority 20...
2026-02-22 23:18:17 [INFO] nonebot | 2026-02-22 23:18:17 [INFO] nonebot | Event will be handled by Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324)
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Running Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324)
2026-02-22 23:18:17 [DEBUG] nonebot | 2026-02-22 23:18:17 [DEBUG] nonebot | Running handler Dependent(call=handle_ai_chat)
2026-02-22 23:18:17 [DEBUG] ai_chat_plugin | 2026-02-22 23:18:17 [DEBUG] ai_chat_plugin | 收到消息事件，AI_ENABLED=True
2026-02-22 23:18:17 [INFO] ai_chat_plugin | 2026-02-22 23:18:17 [INFO] ai_chat_plugin | 收到消息: 你好...
2026-02-22 23:18:17 [INFO] ai_chat_plugin | 2026-02-22 23:18:17 [INFO] ai_chat_plugin | AI对话触发 - 用户: user, 消息: 你好...
2026-02-22 23:18:18 [INFO] ai_chat_plugin | 2026-02-22 23:18:18 [INFO] ai_chat_plugin | 调用AI API，模型: ZP-glm-4.5-flash
2026-02-22 23:18:24 [INFO] ai_chat_plugin | 2026-02-22 23:18:24 [INFO] ai_chat_plugin | AI响应长度: 101 字符
2026-02-22 23:18:24 [INFO] nonebot | 2026-02-22 23:18:24 [INFO] nonebot | Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324) running complete
2026-02-22 23:18:24 [DEBUG] nonebot | 2026-02-22 23:18:24 [DEBUG] nonebot | Checking for matchers completed
2026-02-22 23:19:07 [SUCCESS] nonebot | 2026-02-22 23:19:07 [SUCCESS] nonebot | Console robot | [message]: Message from User(user): '我想和你聊聊关于马上开学的事情，555，有些难过'
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Running PreProcessors...
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Checking for matchers in priority 1...
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Checking for matchers in priority 5...
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Checking for matchers in priority 10...
2026-02-22 23:19:07 [INFO] nonebot | 2026-02-22 23:19:07 [INFO] nonebot | Event will be handled by Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373)
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Running Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373)
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Running handler Dependent(call=handle_clear_history)
2026-02-22 23:19:07 [INFO] nonebot | 2026-02-22 23:19:07 [INFO] nonebot | Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373) running complete
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Checking for matchers in priority 11...
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Checking for matchers in priority 20...
2026-02-22 23:19:07 [INFO] nonebot | 2026-02-22 23:19:07 [INFO] nonebot | Event will be handled by Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324)
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Running Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324)
2026-02-22 23:19:07 [DEBUG] nonebot | 2026-02-22 23:19:07 [DEBUG] nonebot | Running handler Dependent(call=handle_ai_chat)
2026-02-22 23:19:07 [DEBUG] ai_chat_plugin | 2026-02-22 23:19:07 [DEBUG] ai_chat_plugin | 收到消息事件，AI_ENABLED=True
2026-02-22 23:19:07 [INFO] ai_chat_plugin | 2026-02-22 23:19:07 [INFO] ai_chat_plugin | 收到消息: 我想和你聊聊关于马上开学的事情，555，有些难过...
2026-02-22 23:19:07 [INFO] ai_chat_plugin | 2026-02-22 23:19:07 [INFO] ai_chat_plugin | AI对话触发 - 用户: user, 消息: 我想和你聊聊关于马上开学的事情，555，有些难过...
2026-02-22 23:19:07 [INFO] ai_chat_plugin | 2026-02-22 23:19:07 [INFO] ai_chat_plugin | 调用AI API，模型: ZP-glm-4.5-flash
2026-02-22 23:19:17 [INFO] ai_chat_plugin | 2026-02-22 23:19:17 [INFO] ai_chat_plugin | AI响应长度: 159 字符
2026-02-22 23:19:17 [INFO] nonebot | 2026-02-22 23:19:17 [INFO] nonebot | Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324) running complete
2026-02-22 23:19:17 [DEBUG] nonebot | 2026-02-22 23:19:17 [DEBUG] nonebot | Checking for matchers completed
2026-02-22 23:19:44 [SUCCESS] nonebot | 2026-02-22 23:19:44 [SUCCESS] nonebot | Console robot | [message]: Message from User(user) @ 通用: '你好'
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Running PreProcessors...
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Checking for matchers in priority 1...
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Checking for matchers in priority 5...
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Checking for matchers in priority 10...
2026-02-22 23:19:44 [INFO] nonebot | 2026-02-22 23:19:44 [INFO] nonebot | Event will be handled by Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373)
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Running Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373)
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Running handler Dependent(call=handle_clear_history)
2026-02-22 23:19:44 [INFO] nonebot | 2026-02-22 23:19:44 [INFO] nonebot | Matcher(type='message', module=plugins.ai_chat_plugin, lineno=373) running complete
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Checking for matchers in priority 11...
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Checking for matchers in priority 20...
2026-02-22 23:19:44 [INFO] nonebot | 2026-02-22 23:19:44 [INFO] nonebot | Event will be handled by Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324)
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Running Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324)
2026-02-22 23:19:44 [DEBUG] nonebot | 2026-02-22 23:19:44 [DEBUG] nonebot | Running handler Dependent(call=handle_ai_chat)
2026-02-22 23:19:44 [DEBUG] ai_chat_plugin | 2026-02-22 23:19:44 [DEBUG] ai_chat_plugin | 收到消息事件，AI_ENABLED=True
2026-02-22 23:19:44 [INFO] ai_chat_plugin | 2026-02-22 23:19:44 [INFO] ai_chat_plugin | 收到消息: 你好...
2026-02-22 23:19:44 [INFO] ai_chat_plugin | 2026-02-22 23:19:44 [INFO] ai_chat_plugin | AI对话触发 - 用户: user, 消息: 你好...
2026-02-22 23:19:44 [INFO] ai_chat_plugin | 2026-02-22 23:19:44 [INFO] ai_chat_plugin | 调用AI API，模型: ZP-glm-4.5-flash
2026-02-22 23:19:49 [INFO] ai_chat_plugin | 2026-02-22 23:19:49 [INFO] ai_chat_plugin | AI响应长度: 75 字符
2026-02-22 23:19:49 [INFO] nonebot | 2026-02-22 23:19:49 [INFO] nonebot | Matcher(type='message', module=plugins.ai_chat_plugin, lineno=324) running complete
2026-02-22 23:19:49 [DEBUG] nonebot | 2026-02-22 23:19:49 [DEBUG] nonebot | Checking for matchers completed
2026-02-22 23:20:05 [SUCCESS] nonebot | 2026-02-22 23:20:05 [SUCCESS] nonebot | Console robot | [message]: Message from User(user) @ 通用: '/timer 15s t'
2026-02-22 23:20:05 [DEBUG] nonebot | 2026-02-22 23:20:05 [DEBUG] nonebot | Running PreProcessors...
2026-02-22 23:20:05 [DEBUG] nonebot | 2026-02-22 23:20:05 [DEBUG] nonebot | Checking for matchers in priority 1...
2026-02-22 23:20:05 [INFO] nonebot | 2026-02-22 23:20:05 [INFO] nonebot | Event will be handled by Matcher(type='message', module=plugins.timer_plugin, lineno=13)
2026-02-22 23:20:05 [DEBUG] nonebot | 2026-02-22 23:20:05 [DEBUG] nonebot | Running Matcher(type='message', module=plugins.timer_plugin, lineno=13)
2026-02-22 23:20:05 [DEBUG] nonebot | 2026-02-22 23:20:05 [DEBUG] nonebot | Running handler Dependent(call=handle_timer)
2026-02-22 23:20:12 [SUCCESS] nonebot | 2026-02-22 23:20:12 [SUCCESS] nonebot | Console robot | [message]: Message from User(user) @ 通用: '嗯'
2026-02-22 23:20:12 [DEBUG] nonebot | 2026-02-22 23:20:12 [DEBUG] nonebot | Running PreProcessors...
2026-02-22 23:20:12 [INFO] nonebot | 2026-02-22 23:20:12 [INFO] nonebot | Event message is ignored
2026-02-22 23:20:20 [INFO] nonebot | 2026-02-22 23:20:20 [INFO] nonebot | Matcher(type='message', module=plugins.timer_plugin, lineno=13) running complete
2026-02-22 23:20:20 [DEBUG] nonebot | 2026-02-22 23:20:20 [DEBUG] nonebot | Stop event propagation
2026-02-22 23:20:20 [DEBUG] nonebot | 2026-02-22 23:20:20 [DEBUG] nonebot | Checking for matchers completed
